TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating,ContinentId,RegionId,CountryId_x,CityId,CityName,Country,Region,Continent,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress,AttractionType,AttractionCityName,CountryId_y,UserAvgRating,UserVisitCount,AttractionAvgRating,AttractionPopularity
2408,1838,2019,1,Couples,35,3,4,8,19,48,Ghana City 1,Ghana,West Africa,Africa,10,8,Wildlife #35,Thailand City 2 Main Road,Wildlife,Thailand City 2,4,3.5,14,3.8805970149253732,134
2409,1371,2020,3,Business,135,2,2,4,10,24,Poland City 2,Poland,Eastern Europe,Europe,33,5,Religious Site #135,Canada-East City 3 Main Road,Religious Site,Canada-East City 3,13,3.1,10,3.449275362318841,138
2410,1527,2020,9,Couples,54,4,1,2,4,10,Thailand City 2,Thailand,Southeast Asia,Asia,20,7,Shopping #54,Germany City 3 Main Road,Shopping,Germany City 3,8,4.0,21,3.208695652173913,115
2411,527,2021,10,Friends,139,4,3,6,14,36,USA-West City 3,USA-West,North America West,North America,40,6,Adventure #139,Kenya City 1 Main Road,Adventure,Kenya City 1,16,3.5,12,3.7841726618705036,139
2412,1655,2021,1,Couples,118,4,2,3,9,21,Spain City 1,Spain,Western Europe,Europe,58,7,Shopping #118,Samoa City 1 Main Road,Shopping,Samoa City 1,23,3.625,8,3.1879194630872485,149
2413,838,2019,1,Family,33,4,3,6,14,35,USA-West City 2,USA-West,North America West,North America,3,3,Historical Site #33,Sri Lanka City 1 Main Road,Historical Site,Sri Lanka City 1,2,3.5625,16,3.7615384615384615,130
2414,123,2023,6,Couples,32,4,4,7,16,40,Kenya City 1,Kenya,East Africa,Africa,30,4,Park #32,USA-East City 3 Main Road,Park,USA-East City 3,12,3.7777777777777777,9,3.553030303030303,132
2415,734,2022,10,Family,82,5,2,4,11,27,Romania City 3,Romania,Eastern Europe,Europe,48,6,Adventure #82,Ghana City 1 Main Road,Adventure,Ghana City 1,19,3.888888888888889,9,3.7111111111111112,135
2416,700,2021,10,Family,76,3,5,9,20,52,Australia City 2,Australia,Australasia,Oceania,38,7,Shopping #76,Canada-West City 2 Main Road,Shopping,Canada-West City 2,15,3.6153846153846154,13,3.164285714285714,140
2417,1043,2024,1,Couples,36,4,1,1,1,2,India City 2,India,South Asia,Asia,44,3,Historical Site #36,Tanzania City 2 Main Road,Historical Site,Tanzania City 2,17,3.75,12,3.625,128
2418,530,2021,12,Couples,40,5,5,10,22,57,Fiji City 2,Fiji,Pacific Islands,Oceania,22,7,Shopping #40,Spain City 2 Main Road,Shopping,Spain City 2,9,3.4615384615384617,13,3.1641791044776117,134
2419,925,2019,4,Couples,135,3,3,5,12,28,USA-East City 1,USA-East,North America East,North America,33,5,Religious Site #135,Canada-East City 3 Main Road,Religious Site,Canada-East City 3,13,3.6363636363636362,11,3.449275362318841,138
2420,856,2024,3,Business,114,4,2,3,7,16,France City 1,France,Western Europe,Europe,36,2,Museum #114,USA-West City 3 Main Road,Museum,USA-West City 3,14,3.7777777777777777,9,3.5538461538461537,130
2421,654,2019,5,Family,29,4,1,1,3,6,Nepal City 1,Nepal,South Asia,Asia,12,8,Wildlife #29,Vietnam City 2 Main Road,Wildlife,Vietnam City 2,5,3.5833333333333335,12,3.8640776699029127,103
2422,1393,2019,10,Family,109,3,5,9,20,52,Australia City 2,Australia,Australasia,Oceania,33,4,Park #109,Canada-East City 3 Main Road,Park,Canada-East City 3,13,3.5555555555555554,9,3.5434782608695654,138
2423,611,2021,4,Business,24,3,3,6,15,39,Canada-West City 3,Canada-West,North America West,North America,27,3,Historical Site #24,Romania City 3 Main Road,Historical Site,Romania City 3,11,3.4,10,3.643410852713178,129
2424,1532,2022,8,Couples,67,4,1,1,3,7,Nepal City 2,Nepal,South Asia,Asia,50,6,Adventure #67,Ghana City 3 Main Road,Adventure,Ghana City 3,19,4.222222222222222,9,3.669642857142857,112
2425,502,2020,3,Family,2,5,3,6,15,37,Canada-West City 1,Canada-West,North America West,North America,47,6,Adventure #2,Nigeria City 2 Main Road,Adventure,Nigeria City 2,18,3.5454545454545454,11,3.808,125
2426,1730,2024,2,Solo,98,4,2,3,9,22,Spain City 2,Spain,Western Europe,Europe,26,3,Historical Site #98,Romania City 2 Main Road,Historical Site,Romania City 2,11,3.5,12,3.7152777777777777,144
2427,731,2020,2,Family,28,4,5,10,22,57,Fiji City 2,Fiji,Pacific Islands,Oceania,45,3,Historical Site #28,Tanzania City 3 Main Road,Historical Site,Tanzania City 3,17,4.0,8,3.7936507936507935,126
2428,82,2024,6,Solo,36,3,3,5,12,30,USA-East City 3,USA-East,North America East,North America,44,3,Historical Site #36,Tanzania City 2 Main Road,Historical Site,Tanzania City 2,17,4.066666666666666,15,3.625,128
2429,300,2022,1,Family,29,4,1,2,4,10,Thailand City 2,Thailand,Southeast Asia,Asia,12,8,Wildlife #29,Vietnam City 2 Main Road,Wildlife,Vietnam City 2,5,3.933333333333333,15,3.8640776699029127,103
2430,1613,2020,7,Friends,28,4,1,2,4,10,Thailand City 2,Thailand,Southeast Asia,Asia,45,3,Historical Site #28,Tanzania City 3 Main Road,Historical Site,Tanzania City 3,17,3.4444444444444446,9,3.7936507936507935,126
2431,1745,2021,10,Business,12,3,5,9,21,54,New Zealand City 2,New Zealand,Australasia,Oceania,53,4,Park #12,New Zealand City 1 Main Road,Park,New Zealand City 1,21,3.625,8,3.6030534351145036,131
2432,424,2019,7,Family,84,4,3,5,13,32,Canada-East City 2,Canada-East,North America East,North America,47,6,Adventure #84,Nigeria City 2 Main Road,Adventure,Nigeria City 2,18,3.6,15,3.868217054263566,129
2433,1205,2024,6,Couples,131,4,1,2,4,9,Thailand City 1,Thailand,Southeast Asia,Asia,18,8,Wildlife #131,Germany City 1 Main Road,Wildlife,Germany City 1,8,3.5833333333333335,12,3.9194630872483223,149
2434,1149,2022,3,Friends,46,3,4,7,16,42,Kenya City 3,Kenya,East Africa,Africa,5,4,Park #46,Sri Lanka City 3 Main Road,Park,Sri Lanka City 3,2,3.4166666666666665,12,3.645390070921986,141
2435,268,2021,2,Friends,117,4,4,8,19,48,Ghana City 1,Ghana,West Africa,Africa,26,4,Park #117,Romania City 2 Main Road,Park,Romania City 2,11,3.272727272727273,11,3.6214285714285714,140
2436,904,2023,2,Friends,82,5,1,1,3,7,Nepal City 2,Nepal,South Asia,Asia,48,6,Adventure #82,Ghana City 1 Main Road,Adventure,Ghana City 1,19,3.3333333333333335,9,3.7111111111111112,135
2437,1388,2022,1,Business,39,4,2,3,9,21,Spain City 1,Spain,Western Europe,Europe,44,6,Adventure #39,Tanzania City 2 Main Road,Adventure,Tanzania City 2,17,3.7142857142857144,7,3.831858407079646,113
2438,1935,2022,7,Family,10,4,3,6,15,39,Canada-West City 3,Canada-West,North America West,North America,6,4,Park #10,Nepal City 1 Main Road,Park,Nepal City 1,3,3.727272727272727,11,3.504201680672269,119
2439,1696,2021,4,Friends,118,3,4,7,17,43,Tanzania City 1,Tanzania,East Africa,Africa,58,7,Shopping #118,Samoa City 1 Main Road,Shopping,Samoa City 1,23,3.9,10,3.1879194630872485,149
2440,196,2021,8,Business,4,4,3,5,12,29,USA-East City 2,USA-East,North America East,North America,24,6,Adventure #4,Poland City 2 Main Road,Adventure,Poland City 2,10,3.142857142857143,7,3.734513274336283,113
2441,476,2020,5,Couples,64,4,2,3,8,19,Germany City 2,Germany,Western Europe,Europe,6,6,Adventure #64,Nepal City 1 Main Road,Adventure,Nepal City 1,3,3.3846153846153846,13,3.8636363636363638,110
2442,874,2023,4,Family,6,4,4,7,17,43,Tanzania City 1,Tanzania,East Africa,Africa,33,8,Wildlife #6,Canada-East City 3 Main Road,Wildlife,Canada-East City 3,13,3.6153846153846154,13,3.8507462686567164,134
2443,302,2021,6,Couples,117,5,3,6,14,36,USA-West City 3,USA-West,North America West,North America,26,4,Park #117,Romania City 2 Main Road,Park,Romania City 2,11,4.1,10,3.6214285714285714,140
2444,1142,2021,5,Business,149,3,5,9,20,51,Australia City 1,Australia,Australasia,Oceania,6,1,Beach #149,Nepal City 1 Main Road,Beach,Nepal City 1,3,3.375,8,3.9859154929577465,142
2445,18,2023,2,Friends,49,3,3,6,15,38,Canada-West City 2,Canada-West,North America West,North America,12,4,Park #49,Vietnam City 2 Main Road,Park,Vietnam City 2,5,3.1666666666666665,12,3.5441176470588234,136
2446,228,2022,1,Solo,48,3,4,8,19,48,Ghana City 1,Ghana,West Africa,Africa,47,2,Museum #48,Nigeria City 2 Main Road,Museum,Nigeria City 2,18,3.2857142857142856,7,3.481203007518797,133
2447,95,2024,12,Couples,85,4,1,1,3,8,Nepal City 3,Nepal,South Asia,Asia,40,1,Beach #85,Kenya City 1 Main Road,Beach,Kenya City 1,16,3.7857142857142856,14,3.992063492063492,126
2448,591,2020,2,Solo,76,4,5,10,23,58,Samoa City 1,Samoa,Pacific Islands,Oceania,38,7,Shopping #76,Canada-West City 2 Main Road,Shopping,Canada-West City 2,15,3.6470588235294117,17,3.164285714285714,140
2449,1525,2019,4,Friends,58,3,3,5,13,32,Canada-East City 2,Canada-East,North America East,North America,56,4,Park #58,Fiji City 1 Main Road,Park,Fiji City 1,22,3.4166666666666665,12,3.623931623931624,117
2450,355,2021,5,Family,55,4,1,1,2,5,Sri Lanka City 3,Sri Lanka,South Asia,Asia,14,5,Religious Site #55,Indonesia City 2 Main Road,Religious Site,Indonesia City 2,6,3.5,10,3.360294117647059,136
2451,1975,2022,6,Friends,29,4,3,5,12,29,USA-East City 2,USA-East,North America East,North America,12,8,Wildlife #29,Vietnam City 2 Main Road,Wildlife,Vietnam City 2,5,3.8,10,3.8640776699029127,103
2452,540,2023,9,Solo,38,3,1,1,3,8,Nepal City 3,Nepal,South Asia,Asia,55,3,Historical Site #38,New Zealand City 3 Main Road,Historical Site,New Zealand City 3,21,3.6,10,3.603448275862069,116
2453,90,2022,9,Friends,88,4,2,3,7,17,France City 2,France,Western Europe,Europe,17,7,Shopping #88,France City 2 Main Road,Shopping,France City 2,7,3.6923076923076925,13,3.2892561983471076,121
2454,671,2024,8,Couples,111,3,2,4,11,26,Romania City 2,Romania,Eastern Europe,Europe,33,4,Park #111,Canada-East City 3 Main Road,Park,Canada-East City 3,13,3.8,10,3.5434782608695654,138
2455,1497,2019,4,Couples,113,5,2,3,8,18,Germany City 1,Germany,Western Europe,Europe,18,8,Wildlife #113,Germany City 1 Main Road,Wildlife,Germany City 1,8,3.6666666666666665,9,3.962121212121212,132
2456,214,2022,12,Family,78,3,2,4,11,27,Romania City 3,Romania,Eastern Europe,Europe,50,2,Museum #78,Ghana City 3 Main Road,Museum,Ghana City 3,19,3.111111111111111,9,3.46218487394958,119
2457,144,2023,1,Couples,113,4,1,2,4,10,Thailand City 2,Thailand,Southeast Asia,Asia,18,8,Wildlife #113,Germany City 1 Main Road,Wildlife,Germany City 1,8,3.769230769230769,13,3.962121212121212,132
2458,1699,2022,4,Business,89,2,3,6,15,39,Canada-West City 3,Canada-West,North America West,North America,47,2,Museum #89,Nigeria City 2 Main Road,Museum,Nigeria City 2,18,3.5384615384615383,13,3.479338842975207,121
2459,1185,2020,5,Family,54,3,3,5,12,29,USA-East City 2,USA-East,North America East,North America,20,7,Shopping #54,Germany City 3 Main Road,Shopping,Germany City 3,8,3.8181818181818183,11,3.208695652173913,115
2460,687,2023,5,Couples,54,4,3,5,13,31,Canada-East City 1,Canada-East,North America East,North America,20,7,Shopping #54,Germany City 3 Main Road,Shopping,Germany City 3,8,3.8,15,3.208695652173913,115
2461,1513,2024,7,Business,78,2,1,2,4,9,Thailand City 1,Thailand,Southeast Asia,Asia,50,2,Museum #78,Ghana City 3 Main Road,Museum,Ghana City 3,19,3.75,12,3.46218487394958,119
2462,1689,2020,1,Friends,47,4,2,4,10,24,Poland City 2,Poland,Eastern Europe,Europe,28,8,Wildlife #47,USA-East City 1 Main Road,Wildlife,USA-East City 1,12,3.75,12,3.9393939393939394,132
2463,719,2022,11,Business,115,3,5,9,20,51,Australia City 1,Australia,Australasia,Oceania,2,5,Religious Site #115,India City 2 Main Road,Religious Site,India City 2,1,3.3076923076923075,13,3.287878787878788,132
2464,1123,2023,2,Family,28,3,1,1,2,3,Sri Lanka City 1,Sri Lanka,South Asia,Asia,45,3,Historical Site #28,Tanzania City 3 Main Road,Historical Site,Tanzania City 3,17,3.875,8,3.7936507936507935,126
2465,22,2019,5,Family,9,3,5,9,21,54,New Zealand City 2,New Zealand,Australasia,Oceania,14,2,Museum #9,Indonesia City 2 Main Road,Museum,Indonesia City 2,6,3.625,8,3.4705882352941178,153
2466,613,2019,7,Solo,74,2,5,10,22,56,Fiji City 1,Fiji,Pacific Islands,Oceania,15,7,Shopping #74,Indonesia City 3 Main Road,Shopping,Indonesia City 3,6,3.0,6,3.1285714285714286,140
2467,1191,2023,11,Couples,11,4,2,3,8,20,Germany City 3,Germany,Western Europe,Europe,33,6,Adventure #11,Canada-East City 3 Main Road,Adventure,Canada-East City 3,13,3.5,12,3.768595041322314,121
2468,395,2023,7,Couples,29,3,3,5,12,30,USA-East City 3,USA-East,North America East,North America,12,8,Wildlife #29,Vietnam City 2 Main Road,Wildlife,Vietnam City 2,5,3.8,5,3.8640776699029127,103
2469,1983,2019,7,Family,57,4,1,1,3,6,Nepal City 1,Nepal,South Asia,Asia,40,2,Museum #57,Kenya City 1 Main Road,Museum,Kenya City 1,16,3.533333333333333,15,3.424778761061947,113
2470,1943,2022,3,Family,1,3,1,1,3,6,Nepal City 1,Nepal,South Asia,Asia,55,6,Adventure #1,New Zealand City 3 Main Road,Adventure,New Zealand City 3,21,3.6666666666666665,9,3.8137931034482757,145
2471,516,2023,9,Friends,34,3,1,1,1,1,India City 1,India,South Asia,Asia,33,7,Shopping #34,Canada-East City 3 Main Road,Shopping,Canada-East City 3,13,3.6666666666666665,9,3.1564625850340136,147
2472,793,2024,7,Couples,82,4,3,5,12,29,USA-East City 2,USA-East,North America East,North America,48,6,Adventure #82,Ghana City 1 Main Road,Adventure,Ghana City 1,19,4.0,9,3.7111111111111112,135
2473,379,2023,1,Couples,57,4,3,6,15,37,Canada-West City 1,Canada-West,North America West,North America,40,2,Museum #57,Kenya City 1 Main Road,Museum,Kenya City 1,16,3.5,12,3.424778761061947,113
2474,1008,2020,6,Business,135,4,2,4,11,27,Romania City 3,Romania,Eastern Europe,Europe,33,5,Religious Site #135,Canada-East City 3 Main Road,Religious Site,Canada-East City 3,13,3.6363636363636362,11,3.449275362318841,138
2475,248,2022,11,Friends,15,3,5,10,22,56,Fiji City 1,Fiji,Pacific Islands,Oceania,49,4,Park #15,Ghana City 2 Main Road,Park,Ghana City 2,19,3.8333333333333335,18,3.5867768595041323,121
2476,782,2023,11,Couples,108,3,2,3,8,19,Germany City 2,Germany,Western Europe,Europe,34,3,Historical Site #108,USA-West City 1 Main Road,Historical Site,USA-West City 1,14,3.6666666666666665,6,3.7482014388489207,139
2477,1111,2020,3,Couples,89,5,3,6,14,34,USA-West City 1,USA-West,North America West,North America,47,2,Museum #89,Nigeria City 2 Main Road,Museum,Nigeria City 2,18,3.888888888888889,9,3.479338842975207,121
2478,1224,2019,9,Family,97,4,4,7,16,41,Kenya City 2,Kenya,East Africa,Africa,7,5,Religious Site #97,Nepal City 2 Main Road,Religious Site,Nepal City 2,3,3.6666666666666665,9,3.449367088607595,158
2479,1193,2021,4,Couples,101,4,5,9,21,55,New Zealand City 3,New Zealand,Australasia,Oceania,28,8,Wildlife #101,USA-East City 1 Main Road,Wildlife,USA-East City 1,12,3.75,8,3.8529411764705883,136
2480,443,2023,10,Business,8,5,4,8,18,47,Nigeria City 2,Nigeria,West Africa,Africa,27,8,Wildlife #8,Romania City 3 Main Road,Wildlife,Romania City 3,11,3.769230769230769,13,3.9022556390977443,133
2481,1585,2022,7,Couples,119,3,1,2,4,10,Thailand City 2,Thailand,Southeast Asia,Asia,13,3,Historical Site #119,Indonesia City 1 Main Road,Historical Site,Indonesia City 1,6,3.4375,16,3.622950819672131,122
2482,1384,2022,4,Friends,50,4,5,10,23,59,Samoa City 2,Samoa,Pacific Islands,Oceania,28,6,Adventure #50,USA-East City 1 Main Road,Adventure,USA-East City 1,12,3.8421052631578947,19,3.8461538461538463,130
2483,1507,2022,12,Family,98,3,5,10,23,58,Samoa City 1,Samoa,Pacific Islands,Oceania,26,3,Historical Site #98,Romania City 2 Main Road,Historical Site,Romania City 2,11,3.357142857142857,14,3.7152777777777777,144
2484,936,2024,3,Family,45,4,3,5,13,32,Canada-East City 2,Canada-East,North America East,North America,22,1,Beach #45,Spain City 2 Main Road,Beach,Spain City 2,9,3.5555555555555554,9,3.9318181818181817,132
2485,1786,2022,5,Family,60,3,2,3,7,17,France City 2,France,Western Europe,Europe,10,1,Beach #60,Thailand City 2 Main Road,Beach,Thailand City 2,4,3.5,8,3.900900900900901,111
2486,780,2019,12,Solo,106,4,5,9,21,55,New Zealand City 3,New Zealand,Australasia,Oceania,34,1,Beach #106,USA-West City 1 Main Road,Beach,USA-West City 1,14,3.8181818181818183,11,4.041958041958042,143
2487,1612,2021,3,Business,141,3,1,2,4,9,Thailand City 1,Thailand,Southeast Asia,Asia,24,3,Historical Site #141,Poland City 2 Main Road,Historical Site,Poland City 2,10,3.75,8,3.7384615384615385,130
2488,408,2020,3,Couples,132,4,4,7,17,43,Tanzania City 1,Tanzania,East Africa,Africa,26,5,Religious Site #132,Romania City 2 Main Road,Religious Site,Romania City 2,11,3.625,8,3.3587786259541983,131
2489,495,2023,12,Friends,109,2,1,1,3,7,Nepal City 2,Nepal,South Asia,Asia,33,4,Park #109,Canada-East City 3 Main Road,Park,Canada-East City 3,13,3.9166666666666665,12,3.5434782608695654,138
2490,1054,2024,6,Family,81,4,5,10,22,57,Fiji City 2,Fiji,Pacific Islands,Oceania,1,3,Historical Site #81,India City 1 Main Road,Historical Site,India City 1,1,3.6666666666666665,12,3.6140350877192984,114
2491,1112,2023,10,Solo,80,3,2,3,8,19,Germany City 2,Germany,Western Europe,Europe,48,2,Museum #80,Ghana City 1 Main Road,Museum,Ghana City 1,19,3.4,15,3.5555555555555554,135
2492,1493,2020,2,Family,145,5,1,1,3,7,Nepal City 2,Nepal,South Asia,Asia,10,6,Adventure #145,Thailand City 2 Main Road,Adventure,Thailand City 2,4,3.8,15,3.8943661971830985,142
2493,595,2023,8,Friends,32,3,4,8,18,47,Nigeria City 2,Nigeria,West Africa,Africa,30,4,Park #32,USA-East City 3 Main Road,Park,USA-East City 3,12,3.5714285714285716,7,3.553030303030303,132
2494,1746,2019,2,Family,144,3,2,3,8,20,Germany City 3,Germany,Western Europe,Europe,19,6,Adventure #144,Germany City 2 Main Road,Adventure,Germany City 2,8,3.5384615384615383,13,3.7794117647058822,136
2495,660,2020,5,Business,98,3,3,5,13,33,Canada-East City 3,Canada-East,North America East,North America,26,3,Historical Site #98,Romania City 2 Main Road,Historical Site,Romania City 2,11,3.769230769230769,13,3.7152777777777777,144
2496,1069,2020,3,Solo,93,2,3,5,13,32,Canada-East City 2,Canada-East,North America East,North America,34,5,Religious Site #93,USA-West City 1 Main Road,Religious Site,USA-West City 1,14,3.5833333333333335,12,3.366412213740458,131
2497,1864,2021,6,Family,89,4,2,3,8,19,Germany City 2,Germany,Western Europe,Europe,47,2,Museum #89,Nigeria City 2 Main Road,Museum,Nigeria City 2,18,3.9375,16,3.479338842975207,121
2498,1079,2020,5,Business,122,2,1,2,6,15,Indonesia City 3,Indonesia,Southeast Asia,Asia,59,5,Religious Site #122,Samoa City 2 Main Road,Religious Site,Samoa City 2,23,3.5,14,3.377952755905512,127
2499,1364,2021,12,Couples,103,3,2,4,11,26,Romania City 2,Romania,Eastern Europe,Europe,34,4,Park #103,USA-West City 1 Main Road,Park,USA-West City 1,14,3.8333333333333335,12,3.6,140
2500,1818,2019,8,Couples,15,4,4,7,16,42,Kenya City 3,Kenya,East Africa,Africa,49,4,Park #15,Ghana City 2 Main Road,Park,Ghana City 2,19,3.5,10,3.5867768595041323,121
2501,1950,2023,1,Couples,118,4,2,3,8,18,Germany City 1,Germany,Western Europe,Europe,58,7,Shopping #118,Samoa City 1 Main Road,Shopping,Samoa City 1,23,3.6923076923076925,13,3.1879194630872485,149
2502,999,2021,6,Business,110,4,2,3,7,17,France City 2,France,Western Europe,Europe,6,6,Adventure #110,Nepal City 1 Main Road,Adventure,Nepal City 1,3,3.7333333333333334,15,3.780701754385965,114
2503,834,2023,10,Couples,138,3,1,1,3,8,Nepal City 3,Nepal,South Asia,Asia,59,6,Adventure #138,Samoa City 2 Main Road,Adventure,Samoa City 2,23,3.6666666666666665,9,3.7851239669421486,121
2504,394,2019,6,Friends,141,4,3,5,13,31,Canada-East City 1,Canada-East,North America East,North America,24,3,Historical Site #141,Poland City 2 Main Road,Historical Site,Poland City 2,10,3.6470588235294117,17,3.7384615384615385,130
2505,1075,2024,8,Family,143,3,3,6,15,39,Canada-West City 3,Canada-West,North America West,North America,49,6,Adventure #143,Ghana City 2 Main Road,Adventure,Ghana City 2,19,3.2,15,3.6492537313432836,134
2506,1837,2022,7,Couples,7,3,2,3,8,20,Germany City 3,Germany,Western Europe,Europe,27,5,Religious Site #7,Romania City 3 Main Road,Religious Site,Romania City 3,11,3.6,10,3.330769230769231,130
2507,975,2020,12,Business,95,4,4,7,16,40,Kenya City 1,Kenya,East Africa,Africa,9,3,Historical Site #95,Thailand City 1 Main Road,Historical Site,Thailand City 1,4,3.4,5,3.6511627906976742,129
2508,697,2023,8,Friends,141,4,1,1,3,7,Nepal City 2,Nepal,South Asia,Asia,24,3,Historical Site #141,Poland City 2 Main Road,Historical Site,Poland City 2,10,3.4166666666666665,12,3.7384615384615385,130
2509,215,2023,7,Friends,145,4,1,1,3,7,Nepal City 2,Nepal,South Asia,Asia,10,6,Adventure #145,Thailand City 2 Main Road,Adventure,Thailand City 2,4,3.6923076923076925,13,3.8943661971830985,142
2510,780,2023,12,Business,83,4,5,9,21,55,New Zealand City 3,New Zealand,Australasia,Oceania,47,2,Museum #83,Nigeria City 2 Main Road,Museum,Nigeria City 2,18,3.8181818181818183,11,3.5405405405405403,111
2511,474,2024,4,Solo,137,4,5,10,23,58,Samoa City 1,Samoa,Pacific Islands,Oceania,47,1,Beach #137,Nigeria City 2 Main Road,Beach,Nigeria City 2,18,3.5714285714285716,14,4.0423728813559325,118
2512,1954,2024,10,Couples,133,3,1,2,6,13,Indonesia City 1,Indonesia,Southeast Asia,Asia,40,2,Museum #133,Kenya City 1 Main Road,Museum,Kenya City 1,16,3.4,10,3.421875,128
2513,1056,2019,10,Couples,1,4,3,5,12,30,USA-East City 3,USA-East,North America East,North America,55,6,Adventure #1,New Zealand City 3 Main Road,Adventure,New Zealand City 3,21,3.235294117647059,17,3.8137931034482757,145
2514,274,2020,5,Couples,133,4,3,6,14,35,USA-West City 2,USA-West,North America West,North America,40,2,Museum #133,Kenya City 1 Main Road,Museum,Kenya City 1,16,3.6923076923076925,13,3.421875,128
2515,135,2019,12,Solo,96,3,3,6,15,38,Canada-West City 2,Canada-West,North America West,North America,15,5,Religious Site #96,Indonesia City 3 Main Road,Religious Site,Indonesia City 3,6,3.6,10,3.3969465648854964,131
2516,1702,2019,4,Friends,87,3,1,1,2,5,Sri Lanka City 3,Sri Lanka,South Asia,Asia,42,5,Religious Site #87,Kenya City 3 Main Road,Religious Site,Kenya City 3,16,3.8333333333333335,12,3.4065040650406506,123
2517,1863,2019,11,Family,27,5,2,3,8,18,Germany City 1,Germany,Western Europe,Europe,46,8,Wildlife #27,Nigeria City 1 Main Road,Wildlife,Nigeria City 1,18,3.5384615384615383,13,3.88,125
2518,1527,2023,1,Family,138,5,1,2,4,10,Thailand City 2,Thailand,Southeast Asia,Asia,59,6,Adventure #138,Samoa City 2 Main Road,Adventure,Samoa City 2,23,4.0,21,3.7851239669421486,121
2519,248,2022,4,Couples,45,3,5,10,22,56,Fiji City 1,Fiji,Pacific Islands,Oceania,22,1,Beach #45,Spain City 2 Main Road,Beach,Spain City 2,9,3.8333333333333335,18,3.9318181818181817,132
2520,197,2019,4,Couples,63,3,3,6,14,36,USA-West City 3,USA-West,North America West,North America,42,6,Adventure #63,Kenya City 3 Main Road,Adventure,Kenya City 3,16,3.625,8,3.7716535433070866,127
2521,396,2021,5,Couples,45,5,1,2,6,14,Indonesia City 2,Indonesia,Southeast Asia,Asia,22,1,Beach #45,Spain City 2 Main Road,Beach,Spain City 2,9,3.5454545454545454,11,3.9318181818181817,132
2522,1503,2019,6,Friends,146,5,5,9,21,54,New Zealand City 2,New Zealand,Australasia,Oceania,20,8,Wildlife #146,Germany City 3 Main Road,Wildlife,Germany City 3,8,3.357142857142857,14,3.9603174603174605,126
2523,1531,2020,10,Family,73,5,1,2,4,10,Thailand City 2,Thailand,Southeast Asia,Asia,18,1,Beach #73,Germany City 1 Main Road,Beach,Germany City 1,8,3.888888888888889,9,3.907142857142857,140
2524,1676,2019,6,Family,18,4,2,3,7,17,France City 2,France,Western Europe,Europe,10,6,Adventure #18,Thailand City 2 Main Road,Adventure,Thailand City 2,4,4.0,10,3.699248120300752,133
2525,194,2022,8,Solo,2,3,5,9,21,53,New Zealand City 1,New Zealand,Australasia,Oceania,47,6,Adventure #2,Nigeria City 2 Main Road,Adventure,Nigeria City 2,18,3.727272727272727,11,3.808,125
2526,307,2019,2,Couples,148,3,2,3,9,22,Spain City 2,Spain,Western Europe,Europe,7,3,Historical Site #148,Nepal City 2 Main Road,Historical Site,Nepal City 2,3,3.6666666666666665,9,3.7338709677419355,124
2527,1801,2023,1,Business,36,3,3,6,14,36,USA-West City 3,USA-West,North America West,North America,44,3,Historical Site #36,Tanzania City 2 Main Road,Historical Site,Tanzania City 2,17,3.5,12,3.625,128
2528,1858,2024,5,Couples,116,3,4,7,16,42,Kenya City 3,Kenya,East Africa,Africa,21,5,Religious Site #116,Spain City 1 Main Road,Religious Site,Spain City 1,9,3.5555555555555554,9,3.436974789915966,119
2529,1452,2024,2,Solo,5,3,4,8,18,46,Nigeria City 1,Nigeria,West Africa,Africa,49,2,Museum #5,Ghana City 2 Main Road,Museum,Ghana City 2,19,3.5,14,3.3983050847457625,118
2530,213,2023,2,Business,135,4,1,2,4,10,Thailand City 2,Thailand,Southeast Asia,Asia,33,5,Religious Site #135,Canada-East City 3 Main Road,Religious Site,Canada-East City 3,13,3.5555555555555554,9,3.449275362318841,138
2531,138,2023,2,Business,98,3,4,7,17,43,Tanzania City 1,Tanzania,East Africa,Africa,26,3,Historical Site #98,Romania City 2 Main Road,Historical Site,Romania City 2,11,3.6,10,3.7152777777777777,144
2532,112,2024,4,Couples,34,4,2,4,11,26,Romania City 2,Romania,Eastern Europe,Europe,33,7,Shopping #34,Canada-East City 3 Main Road,Shopping,Canada-East City 3,13,3.857142857142857,7,3.1564625850340136,147
2533,1384,2024,3,Solo,134,3,5,10,23,59,Samoa City 2,Samoa,Pacific Islands,Oceania,8,3,Historical Site #134,Nepal City 3 Main Road,Historical Site,Nepal City 3,3,3.8421052631578947,19,3.6953125,128
2534,1692,2020,2,Couples,45,5,3,6,15,39,Canada-West City 3,Canada-West,North America West,North America,22,1,Beach #45,Spain City 2 Main Road,Beach,Spain City 2,9,4.333333333333333,9,3.9318181818181817,132
2535,1264,2022,4,Family,150,3,4,8,19,49,Ghana City 2,Ghana,West Africa,Africa,46,5,Religious Site #150,Nigeria City 1 Main Road,Religious Site,Nigeria City 1,18,3.5,10,3.3674698795180724,166
2536,525,2020,4,Friends,90,3,1,1,2,4,Sri Lanka City 2,Sri Lanka,South Asia,Asia,33,3,Historical Site #90,Canada-East City 3 Main Road,Historical Site,Canada-East City 3,13,3.5,10,3.7238805970149254,134
