TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating
4417,883,2019,1,Couples,96,3.0
4418,5,2019,9,Business,98,2.0
4419,1786,2019,7,Couples,5,3.0
4420,1056,2020,5,Couples,132,3.0
4421,73,2021,5,FAMILY,77,4.0
4422,1736,2020,7,Family,104,4.0
4423,1711,2021,11,Couples,6,5.0
4424,25,2021,5,Family,115,3.0
4425,327,2021,6,Business,102,3.0
4426,728,2019,2,Couples,56,4.0
4427,1015,2022,4,Family,141,3.0
4428,1452,2020,9,Family,98,4.0
4429,849,2022,9,Couples,137,5.0
4430,1224,2019,10,Couples,124,3.0
4431,21,2024,6,Family,31,5.0
4432,1318,2023,11,Family,150,3.0
4433,1831,2021,7,Family,112,5.0
4434,1053,2021,2,Friends,29,5.0
4435,910,2020,2,Business,119,3.0
4436,595,2024,6,Friends,65,3.0
4437,1909,2023,5,Friends,130,3.0
4438,67,2021,2,Solo,26,3.0
4439,574,2022,1,Business,39,2.0
4440,278,2019,8,Friends,53,3.0
4441,1733,2023,10,Couples,68,3.0
4442,966,2022,3,Couples,95,5.0
4443,1845,2020,3,Couples,34,2.0
4444,1331,2023,7,Couples,106,5.0
4445,1114,2019,2,Couples,4,5.0
4446,1035,2021,11,Couples,50,5.0
4447,406,2024,8,Family,99,4.0
4448,1125,2023,5,Family,40,4.0
4449,1371,2019,7,Family,65,3.0
4450,1931,2022,2,Family,91,5.0
4451,1098,2023,4,Couples,38,5.0
4452,1878,2022,7,Family,145,4.0
4453,1890,2020,12,Family,128,4.0
4454,1046,2023,11,Business,146,3.0
4455,879,2021,8,Solo,75,3.0
4456,286,2024,5,Family,52,4.0
4457,538,2024,12,Family,150,2.0
4458,1759,2024,2,Family,110,4.0
4459,277,2021,4,Family,120,5.0
4460,795,2023,6,FAMILY,28,3.0
4461,1398,2019,7,Friends,131,4.0
4462,482,2023,9,Couples,80,4.0
4463,1949,2023,5,Couples,116,3.0
4464,1299,2023,12,Couples,124,4.0
4465,57,2019,5,Solo,16,3.0
4466,495,2021,8,Couples,15,5.0
4467,1481,2020,1,Couples,10,4.0
4468,1727,2024,2,Couples,97,3.0
4469,1854,2022,3,Family,138,4.0
4470,1703,2022,1,Solo,5,3.0
4471,150,2021,11,Family,21,5.0
4472,1460,2019,8,Couples,73,5.0
4473,221,2022,11,Friends,59,3.0
4474,154,2022,4,Solo,16,3.0
4475,1384,2021,2,Friends,92,3.0
4476,957,2022,4,Family,136,3.0
4477,1296,2021,1,Family,32,2.0
4478,1703,2022,4,Friends,1,5.0
4479,138,2021,2,Friends,34,3.0
4480,1056,2023,3,Family,28,4.0
4481,1669,2024,8,Family,70,5.0
4482,881,2021,12,Couples,17,4.0
4483,1047,2019,3,Couples,55,3.0
4484,996,2023,12,Business,18,4.0
4485,1815,2024,10,Friends,102,4.0
4486,100,2023,2,Solo,71,3.0
4487,1756,2021,1,Business,12,4.0
4488,1633,2022,2,Family,7,4.0
4489,1626,2021,9,Friends,74,3.0
4490,825,2023,9,Business,89,3.0
4491,1032,2023,11,Family,27,4.0
4492,738,2022,7,Friends,49,4.0
4493,504,2021,1,Couples,92,5.0
4494,1751,2020,12,Family,71,4.0
4495,1012,2022,11,Family,18,3.0
4496,1447,2021,9,Friends,59,4.0
4497,202,2024,12,Couples,30,4.0
4498,1578,2019,4,Couples,140,5.0
4499,1318,2024,7,Business,121,3.0
4500,1996,2023,7,Family,47,4.0
4501,268,2022,4,Couples,36,4.0
4502,1081,2024,12,Family,21,3.0
4503,1023,2023,7,FAMILY,111,5.0
4504,1077,2019,12,Friends,138,5.0
4505,109,2021,4,Friends,41,3.0
4506,947,2024,6,Couples,96,3.0
4507,600,2023,12,Couples,36,4.0
4508,1235,2019,3,Business,138,4.0
4509,465,2020,7,Friends,45,5.0
4510,871,2024,10,Family,15,3.0
4511,1241,2019,10,Couples,133,3.0
4512,129,2024,10,Friends,142,4.0
4513,1574,2022,8,Couples,60,4.0
4514,1432,2023,1,Family,137,4.0
4515,115,2020,4,Family,37,4.0
4516,130,2021,10,Couples,41,5.0
4517,1701,2023,7,Friends,81,4.0
4518,567,2019,5,Friends,91,4.0
4519,1722,2019,11,Family,58,4.0
4520,999,2022,5,Family,120,4.0
4521,685,2019,5,Business,119,2.0
4522,548,2024,5,Family,19,3.0
4523,1319,2023,5,Family,149,5.0
4524,220,2023,7,Couples,24,5.0
4525,806,2022,12,Friends,79,3.0
4526,692,2022,12,Family,64,4.0
4527,309,2024,5,Couples,68,3.0
4528,706,2019,5,Family,20,4.0
4529,1058,2020,11,Friends,52,4.0
4530,1356,2023,7,Business,5,5.0
4531,173,2019,3,Friends,147,3.0
4532,1745,2020,7,Business,22,3.0
4533,1757,2019,10,Business,73,4.0
4534,1384,2019,5,Friends,33,4.0
4535,1849,2021,8,Couples,27,5.0
4536,856,2022,10,Family,59,4.0
4537,1644,2019,2,Couples,146,4.0
4538,1455,2024,12,Business,72,4.0
4539,1126,2023,1,Family,145,5.0
4540,360,2022,2,Family,125,4.0
4541,1116,2019,4,Couples,66,3.0
4542,1803,2022,1,Friends,136,4.0
4543,1970,2024,8,Business,53,2.0
4544,897,2020,7,Friends,76,4.0
4545,496,2022,5,Friends,103,3.0
4546,1496,2022,12,Solo,89,4.0
4547,152,2023,4,Friends,125,
4548,303,2024,11,Friends,25,5.0
4549,1124,2019,7,Solo,75,3.0
4550,1981,2019,9,Friends,100,4.0
4551,658,2019,12,Friends,50,4.0
4552,887,2020,4,Couples,131,5.0
4553,645,2021,2,Friends,46,3.0
4554,882,2024,10,Family,46,3.0
4555,15,2022,8,Solo,49,2.0
4556,1190,2023,3,Friends,102,3.0
4557,1193,2022,11,Couples,18,4.0
4558,632,2024,9,Couples,22,4.0
4559,529,2020,7,Couples,117,4.0
4560,1524,2023,2,Family,32,3.0
4561,376,2020,12,FAMILY,16,4.0
4562,95,2020,7,Couples,40,4.0
4563,81,2024,8,Couples,60,4.0
4564,1764,2019,1,Couples,5,4.0
4565,729,2020,9,Friends,126,4.0
4566,204,2021,11,Couples,18,5.0
4567,1758,2019,10,Business,61,3.0
4568,298,2023,5,Family,31,4.0
4569,674,2021,3,Business,45,3.0
4570,42,2021,6,Family,7,3.0
4571,1359,2020,7,Friends,143,3.0
4572,1399,2024,4,Couples,141,4.0
4573,1514,2021,8,FRIENDS,19,5.0
4574,527,2023,12,Family,30,3.0
4575,657,2022,2,BUSINESS,133,3.0
4576,1877,2024,3,Couples,63,3.0
4577,1644,2022,6,Couples,10,5.0
4578,75,2024,3,Couples,21,4.0
4579,1384,2023,10,Couples,63,4.0
4580,1626,2019,1,Solo,84,4.0
4581,1119,2019,1,Couples,95,5.0
4582,1280,2023,5,Solo,23,4.0
4583,2,2019,5,Family,56,4.0
4584,61,2020,9,Family,40,3.0
4585,71,2023,2,Family,81,4.0
4586,318,2021,10,Friends,49,2.0
4587,1982,2020,3,Solo,31,3.0
4588,1269,2020,12,Business,123,3.0
4589,1565,2020,7,Couples,86,4.0
4590,592,2024,10,Couples,72,4.0
4591,1876,2021,1,Couples,21,4.0
4592,398,2024,9,Business,11,4.0
4593,1805,2023,6,Friends,120,2.0
4594,62,2020,7,Business,146,3.0
4595,41,2019,1,Friends,88,2.0
4596,158,2024,8,Friends,6,3.0
4597,1584,2024,12,Family,73,4.0
4598,515,2019,12,Family,43,4.0
4599,903,2020,11,Family,9,4.0
4600,943,2023,9,Business,22,4.0
4601,1580,2024,3,Couples,75,3.0
4602,698,2024,5,Couples,65,4.0
4603,14,2020,1,Couples,85,5.0
4604,773,2024,3,Family,105,4.0
4605,577,2023,4,Couples,40,3.0
4606,1462,2021,9,Couples,43,4.0
4607,1503,2021,1,Friends,102,3.0
4608,184,2023,12,Family,30,4.0
4609,1587,2024,9,Couples,12,5.0
4610,141,2024,9,Business,129,2.0
4611,1240,2021,7,Business,32,4.0
4612,779,2020,4,Family,19,4.0
4613,603,2024,7,Family,111,4.0
4614,967,2020,8,Friends,80,3.0
4615,621,2023,11,Business,23,5.0
4616,1588,2022,9,Friends,128,4.0
4617,1934,2022,10,Couples,37,4.0
4618,1632,2020,6,Couples,102,4.0
4619,879,2020,5,Friends,98,4.0
4620,1007,2022,10,Friends,125,3.0
4621,895,2020,8,Family,110,4.0
4622,1588,2023,5,Business,106,3.0
4623,1105,2024,6,Family,8,3.0
4624,937,2019,7,Friends,141,3.0
4625,820,2024,8,Couples,19,5.0
4626,751,2020,5,Couples,39,4.0
4627,1106,2019,2,Family,67,
4628,1378,2024,11,Friends,44,3.0
4629,865,2020,4,Family,89,3.0
4630,1614,2022,2,Couples,8,3.0
4631,1654,2019,4,Friends,69,4.0
4632,859,2019,11,Friends,53,3.0
4633,1819,2020,3,FAMILY,98,4.0
4634,347,2022,9,Business,78,2.0
4635,1865,2020,5,COUPLES,114,3.0
4636,589,2020,8,Family,25,5.0
4637,1129,2024,9,Friends,143,5.0
4638,568,2020,3,Family,59,3.0
4639,885,2019,5,Couples,53,4.0
4640,681,2019,10,Friends,83,
4641,1411,2024,12,Couples,25,5.0
4642,163,2021,11,Solo,123,3.0
4643,1677,2024,4,Family,40,3.0
4644,1808,2023,3,Family,140,3.0
4645,1126,2020,12,Business,23,3.0
4646,1095,2023,9,Couples,130,4.0
4647,1400,2021,3,Solo,60,4.0
4648,399,2022,8,Friends,92,4.0
4649,1500,2022,4,FAMILY,131,4.0
4650,438,2023,2,Family,20,3.0
4651,1353,2020,2,Business,53,3.0
4652,612,2019,5,FRIENDS,143,4.0
4653,1493,2023,3,BUSINESS,23,3.0
4654,1583,2024,10,Couples,16,3.0
4655,418,2022,2,Family,79,4.0
4656,1235,2019,3,Family,4,4.0
4657,997,2019,8,Family,149,4.0
4658,589,2022,6,Solo,136,4.0
4659,1177,2024,3,Friends,29,5.0
4660,1986,2022,1,Solo,26,4.0
4661,5,2020,2,Family,117,4.0
4662,1914,2022,4,Couples,79,5.0
4663,1712,2019,4,Solo,124,3.0
4664,1059,2021,7,Business,146,3.0
4665,1221,2024,9,Solo,61,
4666,739,2022,2,Business,39,3.0
4667,259,2019,6,Friends,93,4.0
4668,1143,2020,6,Friends,96,2.0
4669,1633,2019,2,Family,65,3.0
4670,463,2021,6,Friends,45,4.0
4671,1435,2020,1,Business,40,2.0
4672,1497,2024,4,Couples,79,4.0
4673,1517,2020,9,Couples,64,4.0
4674,681,2019,3,Solo,69,4.0
4675,785,2021,9,Family,15,3.0
4676,833,2023,2,Business,133,3.0
4677,1709,2023,6,Couples,107,3.0
4678,1801,2024,11,Friends,138,3.0
4679,829,2021,7,Friends,125,2.0
4680,1940,2022,10,Solo,93,4.0
4681,1142,2022,3,Business,47,3.0
4682,771,2019,3,Family,99,4.0
4683,2,2019,6,Family,85,4.0
4684,1223,2023,3,Friends,139,4.0
4685,1290,2021,9,Friends,35,5.0
4686,1937,2023,5,Couples,4,4.0
4687,1437,2024,10,Family,20,3.0
4688,60,2020,1,Couples,27,5.0
4689,1135,2023,5,Family,100,5.0
4690,1486,2020,3,Couples,22,4.0
4691,994,2023,9,Couples,21,3.0
4692,859,2019,3,Couples,60,3.0
4693,1620,2020,6,Couples,118,2.0
4694,1223,2021,5,Family,64,5.0
4695,1363,2021,9,Family,41,4.0
4696,929,2019,5,Solo,43,3.0
4697,557,2024,9,Couples,123,4.0
4698,1039,2019,2,Family,65,5.0
4699,1919,2024,10,SOLO,56,3.0
4700,1206,2020,8,Family,117,5.0
4701,1415,2023,2,Friends,56,3.0
4702,249,2023,2,Solo,54,4.0
4703,1976,2021,4,Friends,113,4.0
4704,490,2022,12,Business,50,3.0
4705,1943,2019,4,Couples,77,4.0
4706,892,2024,6,Couples,100,4.0
4707,1838,2019,6,Family,31,4.0
4708,1784,2022,4,Family,20,3.0
4709,1511,2019,6,Business,128,4.0
4710,1833,2023,3,Family,45,4.0
4711,1219,2021,9,Family,52,4.0
4712,1698,2021,2,Family,89,3.0
4713,345,2019,7,Couples,16,5.0
4714,141,2020,4,Couples,7,4.0
4715,1087,2021,7,Family,63,4.0
4716,1620,2023,7,Business,146,3.0
4717,1531,2022,8,Family,87,3.0
4718,1056,2020,8,Family,87,3.0
4719,1042,2022,4,Family,92,5.0
4720,1220,2020,8,Friends,130,3.0
4721,1737,2022,3,Couples,126,4.0
4722,1684,2022,5,Couples,4,5.0
4723,220,2020,3,Solo,82,2.0
4724,1192,2020,7,Friends,82,4.0
4725,762,2022,10,Couples,34,3.0
4726,1599,2022,8,Friends,147,3.0
4727,1012,2024,2,Family,40,3.0
4728,1983,2021,1,Family,126,2.0
4729,865,2021,4,Friends,16,4.0
4730,1359,2021,8,Business,91,3.0
4731,218,2024,4,Family,111,3.0
4732,1865,2020,12,Couples,76,3.0
4733,308,2021,8,Family,16,4.0
4734,757,2021,11,Couples,19,4.0
4735,1676,2022,12,Solo,91,4.0
4736,1935,2023,2,Family,130,3.0
4737,969,2021,11,Friends,90,4.0
4738,970,2020,1,Couples,16,4.0
4739,98,2023,2,Couples,118,3.0
4740,1958,2020,7,Friends,69,4.0
4741,33,2024,7,Couples,12,4.0
4742,53,2022,8,Solo,56,3.0
4743,947,2021,1,Family,31,5.0
4744,8,2020,2,Friends,148,4.0
4745,329,2023,10,Business,137,4.0
4746,1256,2022,8,Family,16,3.0
4747,1411,2024,5,Couples,86,5.0
4748,597,2023,3,Solo,2,4.0
4749,1591,2023,3,Business,69,3.0
4750,1216,2019,4,Friends,24,4.0
4751,457,2019,6,Family,113,4.0
4752,1425,2022,10,Friends,11,4.0
4753,1185,2019,6,Solo,136,3.0
4754,1625,2024,6,FRIENDS,35,3.0
4755,309,2024,12,COUPLES,40,4.0
4756,462,2022,2,Friends,133,3.0
4757,608,2023,1,Family,136,3.0
4758,683,2021,12,Family,15,4.0
4759,1778,2024,12,Couples,17,4.0
4760,1466,2019,5,Friends,129,3.0
4761,1089,2020,3,Family,147,4.0
4762,1081,2023,2,Friends,74,3.0
4763,1772,2023,2,Family,25,4.0
4764,894,2020,11,Family,23,
4765,451,2023,9,Business,40,3.0
4766,274,2021,11,Business,103,3.0
4767,661,2024,7,Solo,15,4.0
4768,1307,2020,8,Friends,97,3.0
4769,942,2023,11,Couples,121,4.0
4770,844,2020,5,Family,22,4.0
4771,961,2019,7,Friends,148,4.0
4772,1950,2023,4,Family,149,4.0
4773,1996,2023,7,Family,45,4.0
4774,323,2020,3,Friends,17,3.0
4775,229,2022,3,Business,49,4.0
4776,489,2024,5,Family,39,4.0
4777,1704,2021,12,Family,42,3.0
4778,920,2022,4,Family,139,4.0
4779,1728,2020,8,COUPLES,24,4.0
4780,1294,2022,7,Couples,48,4.0
4781,1107,2024,8,Solo,119,4.0
4782,564,2022,2,Friends,9,4.0
4783,689,2019,10,Solo,10,4.0
4784,296,2023,10,Friends,46,4.0
4785,1039,2021,2,Business,146,3.0
4786,561,2019,5,Family,126,4.0
4787,585,2022,11,Couples,140,3.0
4788,80,2020,3,Couples,130,5.0
4789,1599,2024,7,Couples,18,
4790,1879,2024,10,Couples,61,
4791,997,2023,10,Business,80,4.0
4792,1073,2022,5,Business,25,2.0
4793,1852,2020,9,Friends,149,5.0
4794,1023,2019,12,Solo,91,5.0
4795,1246,2019,6,Couples,128,4.0
4796,857,2021,12,Business,39,4.0
4797,1029,2020,10,Couples,108,3.0
4798,1044,2024,8,Friends,16,3.0
4799,1423,2020,9,Couples,4,4.0
4800,1209,2020,3,Family,97,4.0
4801,1008,2023,1,Couples,11,4.0
4802,152,2024,10,Friends,42,4.0
4803,1810,2021,9,Family,120,4.0
4804,1777,2019,12,Couples,75,3.0
4805,369,2019,7,Solo,57,3.0
4806,587,2022,5,Family,44,3.0
4807,1947,2024,11,Couples,101,4.0
4808,643,2021,12,Family,144,5.0
4809,1625,2019,10,Family,111,3.0
4810,1572,2021,10,Solo,54,3.0
4811,1722,2019,3,Couples,64,5.0
4812,33,2021,11,Friends,16,4.0
4813,966,2021,1,Friends,22,4.0
4814,1132,2023,10,Family,41,3.0
4815,1675,2019,3,Couples,59,4.0
4816,449,2021,1,Business,149,3.0
4817,614,2020,9,Friends,131,4.0
4818,360,2021,5,Family,17,4.0
4819,1524,2024,11,Solo,50,3.0
4820,1998,2023,4,Family,9,3.0
4821,281,2024,9,Family,10,5.0
4822,467,2019,8,Solo,57,3.0
4823,615,2023,10,Friends,144,3.0
4824,1779,2024,11,Couples,28,4.0
4825,892,2023,8,Friends,103,4.0
4826,564,2023,5,Couples,59,4.0
4827,645,2019,7,Family,82,4.0
4828,1197,2023,8,Couples,131,3.0
4829,775,2024,12,Solo,125,3.0
4830,281,2020,3,Solo,125,4.0
4831,1641,2021,1,Friends,62,4.0
4832,845,2021,6,Family,8,4.0
4833,514,2019,6,Friends,148,3.0
4834,1457,2019,11,Couples,150,3.0
4835,1491,2020,4,Couples,129,3.0
4836,311,2019,2,Friends,72,4.0
4837,148,2022,2,Business,43,3.0
4838,91,2019,11,Business,27,4.0
4839,1532,2019,8,Family,56,4.0
4840,1252,2022,12,FRIENDS,51,3.0
4841,1585,2020,4,Couples,42,4.0
4842,1253,2021,1,Family,143,4.0
4843,804,2021,6,Solo,99,3.0
4844,1180,2021,3,Business,34,3.0
4845,1445,2021,2,Friends,96,3.0
4846,798,2019,11,Family,106,5.0
4847,1831,2019,5,Family,79,3.0
4848,1800,2021,1,Business,143,3.0
4849,1602,2022,3,Couples,145,4.0
4850,1985,2023,5,Friends,65,4.0
4851,781,2020,11,Family,71,4.0
4852,229,2019,8,Couples,33,4.0
4853,969,2022,7,Couples,118,4.0
4854,1492,2024,7,Friends,140,4.0
4855,1559,2020,10,Family,99,3.0
4856,778,2019,3,Business,31,3.0
4857,586,2021,6,Solo,78,3.0
4858,891,2022,5,Couples,120,
4859,1608,2022,1,Friends,7,2.0
4860,122,2019,7,Business,89,3.0
4861,657,2022,9,Couples,99,5.0
4862,460,2021,8,Couples,81,4.0
4863,1612,2019,1,Friends,97,3.0
4864,940,2024,5,Friends,135,2.0
4865,174,2022,5,Couples,19,4.0
4866,524,2020,2,Friends,86,4.0
4867,89,2023,7,Friends,120,4.0
4868,952,2023,7,Family,124,5.0
4869,1996,2020,10,Family,71,4.0
4870,1135,2024,10,Family,150,3.0
4871,1739,2022,11,Couples,49,4.0
4872,1486,2020,6,Friends,67,4.0
4873,1766,2021,3,Friends,124,3.0
4874,623,2020,7,Friends,66,3.0
4875,1903,2024,8,Friends,52,5.0
4876,478,2020,4,Friends,84,5.0
4877,877,2021,6,Friends,94,3.0
4878,1363,2019,12,Solo,146,3.0
4879,574,2024,10,Family,93,3.0
4880,529,2020,8,Friends,28,5.0
4881,261,2022,12,Friends,8,5.0
4882,9,2021,1,Couples,146,5.0
4883,1003,2022,7,Family,64,4.0
4884,1974,2022,4,Friends,31,3.0
4885,441,2020,4,Business,34,2.0
4886,881,2021,10,Family,16,2.0
4887,1872,2022,10,Business,30,3.0
4888,1545,2020,6,Couples,118,4.0
4889,9,2019,7,Family,99,4.0
4890,1002,2020,8,Couples,90,4.0
4891,287,2021,11,Friends,2,4.0
4892,495,2020,1,Family,101,4.0
4893,493,2020,7,Couples,146,5.0
4894,1225,2023,1,Business,139,4.0
4895,398,2023,12,Couples,60,5.0
4896,504,2024,3,Family,91,
4897,452,2023,1,Friends,45,4.0
4898,714,2021,10,Family,134,3.0
4899,1313,2024,9,Business,138,2.0
4900,800,2024,11,Family,34,4.0
4901,656,2020,5,Solo,74,2.0
4902,1036,2020,4,Solo,36,3.0
4903,1231,2024,9,Friends,93,4.0
4904,31,2024,12,Couples,44,4.0
4905,1781,2024,12,Business,105,3.0
4906,1833,2021,5,Family,148,4.0
4907,1206,2024,8,Couples,131,4.0
4908,1150,2023,10,Family,28,4.0
4909,1390,2023,9,Business,20,3.0
4910,882,2022,8,Solo,123,3.0
4911,732,2020,2,Friends,13,3.0
4912,706,2023,8,Solo,61,3.0
4913,320,2024,3,Friends,150,3.0
4914,1683,2024,6,Family,68,3.0
4915,642,2022,7,Family,2,4.0
4916,569,2019,1,Friends,147,2.0
4917,1929,2023,6,Couples,107,5.0
4918,1014,2020,4,Business,50,3.0
4919,1244,2020,2,Couples,92,5.0
4920,491,2019,8,Family,92,4.0
4921,556,2019,9,Family,83,4.0
4922,1457,2021,11,Couples,145,3.0
4923,902,2020,9,Family,118,3.0
4924,296,2021,3,Family,39,4.0
4925,1672,2022,2,Friends,149,4.0
4926,806,2022,10,Couples,145,5.0
4927,1337,2021,1,Friends,8,4.0
4928,683,2021,5,Solo,45,
4929,1122,2024,5,Family,93,4.0
4930,1552,2020,3,Family,132,4.0
4931,1771,2019,8,Business,108,3.0
4932,415,2023,10,Friends,87,4.0
4933,1345,2019,11,Friends,46,4.0
4934,1830,2023,6,Business,15,2.0
4935,1286,2020,6,Friends,134,4.0
4936,287,2024,3,Business,80,3.0
4937,380,2020,2,Friends,69,3.0
4938,406,2019,11,Family,147,3.0
4939,213,2021,11,Couples,25,5.0
4940,1508,2021,12,Solo,39,4.0
4941,1931,2023,2,Family,129,4.0
4942,1034,2022,6,BUSINESS,43,4.0
4943,1198,2024,8,Friends,142,3.0
4944,1548,2023,11,Couples,129,3.0
4945,832,2020,5,Solo,15,3.0
4946,945,2019,2,COUPLES,69,4.0
4947,1179,2020,11,Family,113,4.0
4948,610,2024,1,Family,74,4.0
4949,124,2023,9,Family,33,5.0
4950,1136,2023,5,Family,7,2.0
4951,1645,2020,1,Family,2,4.0
4952,147,2021,7,FRIENDS,27,4.0
4953,434,2023,5,Couples,40,4.0
4954,526,2024,6,Friends,46,3.0
4955,1610,2022,3,Business,129,2.0
4956,1010,2019,9,Friends,77,3.0
4957,1069,2024,4,Friends,22,3.0
4958,1291,2024,2,Friends,13,4.0
4959,554,2019,5,Couples,20,3.0
4960,1428,2021,3,Friends,48,4.0
4961,61,2024,7,Family,111,4.0
4962,228,2024,7,Solo,8,3.0
4963,1632,2024,10,Business,61,3.0
4964,1317,2024,12,Friends,68,3.0
4965,353,2019,2,Family,23,4.0
4966,878,2019,1,SOLO,9,3.0
4967,104,2021,6,Family,35,4.0
4968,1344,2022,1,Couples,23,3.0
4969,1512,2021,11,Friends,120,3.0
4970,557,2020,10,Couples,138,5.0
4971,701,2020,6,Friends,94,4.0
4972,474,2022,12,COUPLES,114,4.0
4973,779,2024,7,Solo,115,4.0
4974,545,2023,7,Family,132,4.0
4975,495,2020,10,Couples,15,5.0
4976,861,2019,7,Friends,150,3.0
4977,1719,2020,9,Business,69,3.0
4978,1526,2023,3,Business,82,4.0
4979,595,2019,7,Friends,120,4.0
4980,1886,2023,10,Couples,75,5.0
4981,421,2022,12,Couples,40,3.0
4982,1822,2022,3,Family,3,
4983,619,2024,1,Couples,26,5.0
4984,1081,2022,8,Solo,13,3.0
4985,407,2022,1,Friends,58,4.0
4986,1525,2021,9,Friends,117,4.0
4987,636,2022,6,Friends,51,3.0
4988,1746,2021,10,Friends,90,3.0
4989,166,2019,2,Couples,28,5.0
4990,1005,2019,1,Family,89,5.0
4991,318,2023,3,Solo,144,1.0
4992,1778,2022,1,Family,48,4.0
4993,835,2021,2,Solo,73,2.0
4994,1349,2023,10,Friends,145,
4995,1759,2021,9,Business,92,3.0
4996,1072,2020,8,Family,60,4.0
4997,115,2022,6,COUPLES,19,4.0
4998,442,2021,3,Friends,141,4.0
4999,426,2024,11,Solo,92,4.0
5000,1829,2023,11,Family,9,3.0
5001,1817,2023,4,Business,84,4.0
5002,954,2023,11,COUPLES,146,4.0
5003,1781,2023,8,Couples,140,4.0
5004,493,2023,5,Family,30,5.0
5005,1359,2021,3,Solo,62,4.0
5006,784,2023,8,Couples,148,3.0
5007,481,2019,1,Friends,118,3.0
5008,501,2022,4,Friends,85,4.0
5009,840,2022,9,Friends,46,3.0
5010,680,2019,6,Business,115,3.0
5011,423,2022,2,Couples,87,4.0
5012,669,2019,2,Couples,79,
5013,258,2023,9,Couples,140,4.0
5014,1940,2022,11,Business,57,3.0
5015,760,2022,9,Family,94,4.0
5016,215,2022,2,Friends,7,3.0
5017,1152,2020,9,Couples,107,5.0
5018,1767,2022,4,Family,83,4.0
5019,720,2020,8,Family,132,4.0
5020,1691,2023,8,Business,50,4.0
5021,1222,2019,11,Couples,139,3.0
5022,1479,2019,10,Couples,87,3.0
5023,593,2023,1,Family,32,3.0
5024,74,2019,1,Family,25,5.0
5025,692,2024,12,Couples,30,4.0
5026,1849,2019,4,Business,46,3.0
5027,1582,2022,1,Couples,83,4.0
5028,1569,2024,3,Business,131,3.0
5029,1757,2023,6,Friends,150,3.0
5030,747,2022,11,Family,102,2.0
5031,645,2023,12,Family,74,4.0
5032,1851,2023,8,Family,92,5.0
5033,1144,2019,4,Couples,50,4.0
5034,596,2020,9,Business,37,3.0
5035,557,2020,11,Family,81,4.0
5036,1755,2020,5,Friends,125,3.0
5037,107,2020,8,Friends,10,4.0
5038,124,2022,6,Friends,17,4.0
5039,1476,2024,11,Family,27,4.0
5040,3,2022,8,Friends,32,4.0
5041,343,2019,1,Friends,23,4.0
5042,1982,2023,11,Solo,20,3.0
5043,852,2022,7,Business,5,4.0
5044,1456,2023,6,Business,53,4.0
5045,975,2021,3,Family,109,2.0
5046,182,2021,9,Family,24,3.0
5047,369,2022,1,Couples,49,3.0
5048,1523,2023,3,Friends,146,4.0
5049,190,2020,9,Family,26,4.0
5050,1190,2022,4,Family,149,4.0
5051,697,2024,9,Business,77,4.0
5052,741,2019,4,Family,109,4.0
5053,1905,2020,9,Family,49,4.0
5054,1212,2022,9,Couples,49,3.0
5055,1231,2024,9,Couples,59,4.0
5056,701,2024,9,Family,20,5.0
5057,763,2022,10,Solo,48,2.0
5058,1372,2022,5,Business,135,2.0
5059,78,2021,6,Couples,1,4.0
5060,475,2021,1,Business,86,3.0
5061,1201,2023,5,Couples,104,4.0
5062,1248,2022,6,Family,22,3.0
5063,185,2022,10,Couples,17,3.0
5064,1576,2024,11,Couples,83,3.0
5065,1086,2019,8,Solo,33,4.0
5066,476,2024,2,Couples,147,3.0
5067,1504,2023,3,Family,29,4.0
5068,1982,2022,7,SOLO,20,3.0
5069,848,2022,6,Family,50,4.0
5070,567,2022,12,Couples,50,3.0
5071,599,2022,3,BUSINESS,25,4.0
5072,1186,2021,7,Friends,100,4.0
5073,95,2023,10,Friends,53,3.0
5074,967,2020,6,Couples,80,3.0
5075,50,2022,3,Family,37,3.0
5076,78,2022,2,Couples,15,3.0
5077,861,2021,8,Couples,10,3.0
5078,1492,2023,8,Solo,8,3.0
5079,1767,2020,9,Family,131,4.0
5080,176,2022,11,Couples,40,4.0
5081,489,2020,12,Family,46,3.0
5082,844,2020,3,Friends,87,3.0
5083,1149,2022,6,Friends,15,4.0
5084,1975,2024,4,Family,91,5.0
5085,1369,2020,11,Friends,79,4.0
5086,1077,2019,2,Friends,119,4.0
5087,122,2019,8,Solo,19,3.0
5088,162,2021,4,Family,3,4.0
5089,307,2023,1,Family,116,4.0
5090,1322,2023,8,Solo,56,4.0
5091,663,2020,5,Couples,10,4.0
5092,482,2024,9,FAMILY,84,4.0
5093,1341,2019,5,Friends,70,4.0
5094,1631,2022,3,Solo,143,3.0
5095,879,2024,2,Family,142,3.0
5096,1764,2023,3,Family,81,4.0
5097,1469,2023,6,Friends,24,4.0
5098,1433,2020,4,Family,113,4.0
5099,1736,2023,2,Family,31,4.0
5100,368,2021,4,Business,126,2.0
5101,1517,2021,11,Couples,91,4.0
5102,1916,2022,11,Couples,54,3.0
5103,1985,2022,5,Family,147,3.0
5104,1157,2020,7,Friends,78,4.0
5105,1509,2024,3,Couples,58,5.0
5106,1778,2024,5,Business,29,3.0
5107,1705,2020,8,Family,98,4.0
5108,1796,2020,1,Business,41,3.0
5109,1665,2019,11,Solo,23,5.0
